{'text': 'stephen listen jesse', 'start': 0.08, 'duration': 7.279}
{'text': 'about things that were booked because', 'start': 1505.52, 'duration': 4.88}
{'text': "they say oh yeah yeah yeah that's", 'start': 1508.88, 'duration': 3.12}
{'text': 'happening in order to keep', 'start': 1510.4, 'duration': 3.6}
{'text': "things moving forward and that they'll", 'start': 1512.0, 'duration': 3.76}
{'text': 'later get everybody to say yes so', 'start': 1514.0, 'duration': 4.96}
{'text': 'let me explain to you okay um', 'start': 1515.76, 'duration': 5.519}
{'text': "the i you guys know i'm behind with sam", 'start': 1518.96, 'duration': 3.76}
{'text': 'on all this stuff but', 'start': 1521.279, 'duration': 5.441}
{'text': 'this when i was doing politicon in um', 'start': 1522.72, 'duration': 7.439}
{'text': "i'm guys people say sam has receipts no", 'start': 1526.72, 'duration': 5.92}
{'text': "sam's not lying yeah it's pr it could be", 'start': 1530.159, 'duration': 3.841}
{'text': 'that politicon was lying', 'start': 1532.64, 'duration': 3.76}
{'text': "and i'm gonna remind you guys of this i", 'start': 1534.0, 'duration': 4.08}
{'text': 'was supposed to be doing a debate at', 'start': 1536.4, 'duration': 2.56}
{'text': 'politicon', 'start': 1538.08, 'duration': 4.0}
{'text': 'it was going to be me and kyle', 'start': 1538.96, 'duration': 6.56}
{'text': 'the king kolinsky um', 'start': 1542.08, 'duration': 6.24}
{'text': "with on the other side charlie spork i'm", 'start': 1545.52, 'duration': 4.399}
{'text': 'sorry sorry charlie kirk', 'start': 1548.32, 'duration': 5.04}
{'text': 'and candace owens now as all of this', 'start': 1549.919, 'duration': 5.521}
{'text': 'this was i think 2018 maybe', 'start': 1553.36, 'duration': 5.439}
{'text': 'i think it was 2018. all along', 'start': 1555.44, 'duration': 5.52}
{'text': 'now here now all along politicon was', 'start': 1558.799, 'duration': 3.601}
{'text': 'saying to me and to kyle', 'start': 1560.96, 'duration': 3.599}
{'text': 'guys this is happening you and kyle', 'start': 1562.4, 'duration': 4.639}
{'text': 'versus candace and charlie kirk', 'start': 1564.559, 'duration': 4.401}
{'text': 'i already had reason to believe that', 'start': 1567.039, 'duration': 3.681}
{'text': 'candace owens was never', 'start': 1568.96, 'duration': 3.68}
{'text': 'going to agree to a debate with me i', 'start': 1570.72, 'duration': 3.439}
{'text': "didn't believe it when politicon was", 'start': 1572.64, 'duration': 2.08}
{'text': 'saying it', 'start': 1574.159, 'duration': 3.201}
{'text': 'and i said it to kyle kolinsky i said', 'start': 1574.72, 'duration': 3.36}
{'text': 'dude', 'start': 1577.36, 'duration': 2.4}
{'text': "i don't think this is for real and he", 'start': 1578.08, 'duration': 3.52}
{'text': "said i really don't know uh let's just", 'start': 1579.76, 'duration': 3.519}
{'text': "wait let's just keep going", 'start': 1581.6, 'duration': 5.52}
{'text': 'and later when politicon said hey yeah', 'start': 1583.279, 'duration': 5.841}
{'text': 'can you sign your contract and agree to', 'start': 1587.12, 'duration': 3.039}
{'text': 'all this different stuff', 'start': 1589.12, 'duration': 3.28}
{'text': "i said you know it's not written here", 'start': 1590.159, 'duration': 3.12}
{'text': "what we're doing", 'start': 1592.4, 'duration': 2.56}
{'text': 'you told me we were debating charlie', 'start': 1593.279, 'duration': 3.28}
{'text': 'kirk and candace owens that should be in', 'start': 1594.96, 'duration': 2.24}
{'text': 'writing', 'start': 1596.559, 'duration': 3.441}
{'text': 'then they say oh yeah candace actually', 'start': 1597.2, 'duration': 4.24}
{'text': "isn't going to be able to make it", 'start': 1600.0, 'duration': 3.52}
{'text': 'hold on a second you told me i was', 'start': 1601.44, 'duration': 4.08}
{'text': 'definitely debating candice', 'start': 1603.52, 'duration': 4.159}
{'text': "and then now you don't mention it's not", 'start': 1605.52, 'duration': 3.279}
{'text': "happening and you're trying to get me to", 'start': 1607.679, 'duration': 2.88}
{'text': 'sign on the dotted line', 'start': 1608.799, 'duration': 3.681}
{'text': 'i think the truth is candace was never', 'start': 1610.559, 'duration': 3.281}
{'text': 'doing it and', 'start': 1612.48, 'duration': 4.48}
{'text': 'later candace owens was actually asked', 'start': 1613.84, 'duration': 4.64}
{'text': 'why did you bail on the debate with', 'start': 1616.96, 'duration': 3.36}
{'text': 'david pakman and she said', 'start': 1618.48, 'duration': 4.72}
{'text': 'i was never going to politicon i believe', 'start': 1620.32, 'duration': 3.92}
{'text': 'her', 'start': 1623.2, 'duration': 2.64}
{'text': "i believe her i don't think she ever", 'start': 1624.24, 'duration': 3.28}
{'text': 'agreed to it and', 'start': 1625.84, 'duration': 3.68}
{'text': "it's something that it's a very common", 'start': 1627.52, 'duration': 3.44}
{'text': "thing when you're trying to get a bunch", 'start': 1629.52, 'duration': 3.039}
{'text': 'of personalities together', 'start': 1630.96, 'duration': 3.44}
{'text': "you just tell everybody that everybody's", 'start': 1632.559, 'duration': 3.681}
{'text': 'already in yeah and you should then try', 'start': 1634.4, 'duration': 2.72}
{'text': 'to use that', 'start': 1636.24, 'duration': 2.48}
{'text': 'and then they go to kansas and go david', 'start': 1637.12, 'duration': 2.96}
{'text': 'pakman kyle kolinsky charlie kirk', 'start': 1638.72, 'duration': 2.0}
{'text': "they're all yeah", 'start': 1640.08, 'duration': 3.199}
{'text': 'yeah exactly exactly get 10 people tell', 'start': 1640.72, 'duration': 4.24}
{'text': 'all 10 people that all the other nine', 'start': 1643.279, 'duration': 2.4}
{'text': 'people are go', 'start': 1644.96, 'duration': 2.079}
{'text': 'will you please do it and then all of', 'start': 1645.679, 'duration': 4.321}
{'text': 'them will yeah yeah', 'start': 1647.039, 'duration': 2.961}
{'text': 'et cetera et cetera et cetera so on this', 'start': 1651.12, 'duration': 3.039}
{'text': 'particular', 'start': 1653.52, 'duration': 2.8}
{'text': 'issue sam is absolutely telling the', 'start': 1654.159, 'duration': 4.0}
{'text': 'truth politicon told him the debate is', 'start': 1656.32, 'duration': 3.359}
{'text': 'happening with crowder', 'start': 1658.159, 'duration': 5.281}
{'text': "i believe it's 50 50. politicon", 'start': 1659.679, 'duration': 6.0}
{'text': 'probably was lying and they were just', 'start': 1663.44, 'duration': 4.0}
{'text': 'assuming they would get crowder to say', 'start': 1665.679, 'duration': 2.88}
{'text': 'yes', 'start': 1667.44, 'duration': 3.28}
{'text': 'they had no idea about the backstory', 'start': 1668.559, 'duration': 3.761}
{'text': 'between crowder and sam', 'start': 1670.72, 'duration': 4.079}
{'text': "so i think it's hugely likely that", 'start': 1672.32, 'duration': 3.359}
{'text': "that's the case", 'start': 1674.799, 'duration': 4.801}
{'text': 'all right so now when when crowder says', 'start': 1675.679, 'duration': 6.081}
{'text': "that's not true i think it's quite", 'start': 1679.6, 'duration': 3.76}
{'text': "plausible that that's not true crowder", 'start': 1681.76, 'duration': 3.44}
{'text': 'has still been ducking sam', 'start': 1683.36, 'duration': 3.439}
{'text': 'that was part of the ducking when when', 'start': 1685.2, 'duration': 2.959}
{'text': 'politicon went to crowder and said do', 'start': 1686.799, 'duration': 2.081}
{'text': 'you want to do this', 'start': 1688.159, 'duration': 3.441}
{'text': 'crowder said no so he is ducking him i', 'start': 1688.88, 'duration': 4.159}
{'text': "just don't know that it's true that it", 'start': 1691.6, 'duration': 2.72}
{'text': 'was ever agreed upon that could have', 'start': 1693.039, 'duration': 2.801}
{'text': 'been a politicon lie they do this all', 'start': 1694.32, 'duration': 3.76}
{'text': 'the time', 'start': 1695.84, 'duration': 2.24}
{'text': 'right as fenugreek grangler is saying', 'start': 1699.039, 'duration': 3.681}
{'text': 'either way crowder has not addressed sam', 'start': 1701.12, 'duration': 3.039}
{'text': "for years no doubt i just think it's", 'start': 1702.72, 'duration': 3.839}
{'text': 'quite plausible politic online', 'start': 1704.159, 'duration': 3.76}
{'text': 'david pakman basically copied my', 'start': 1706.559, 'duration': 2.881}
{'text': "argument verbatim that's pretty", 'start': 1707.919, 'duration': 2.321}
{'text': 'disgusting', 'start': 1709.44, 'duration': 4.479}
{'text': "of pacman um i just don't know what to", 'start': 1710.24, 'duration': 4.559}
{'text': 'say to him wow', 'start': 1713.919, 'duration': 3.201}
{'text': 'gross and he even did it before i went', 'start': 1714.799, 'duration': 4.0}
{'text': 'live which is pretty disgusting', 'start': 1717.12, 'duration': 4.88}
{'text': 'so there is proof on a phone call shown', 'start': 1718.799, 'duration': 4.961}
{'text': 'on the h3 channel okay well link me the', 'start': 1722.0, 'duration': 2.08}
{'text': 'phone', 'start': 1723.76, 'duration': 3.279}
{'text': 'call i guess at the beginning okay', 'start': 1724.08, 'duration': 4.959}
{'text': 'crowder challenged me to a debate', 'start': 1727.039, 'duration': 5.36}
{'text': 'he called me a layup he said i was seven', 'start': 1729.039, 'duration': 5.681}
{'text': 'well steven report has a million subs', 'start': 1732.399, 'duration': 3.201}
{'text': "he's a big channel", 'start': 1734.72, 'duration': 2.4}
{'text': 'crowder famously backed out of a', 'start': 1735.6, 'duration': 3.28}
{'text': 'scheduled debate with sam at politicon', 'start': 1737.12, 'duration': 3.36}
{'text': 'earning him the name cold feet crowder', 'start': 1738.88, 'duration': 2.799}
{'text': 'at the behest of his dad', 'start': 1740.48, 'duration': 2.559}
{'text': 'sam secretly recorded the phone call', 'start': 1741.679, 'duration': 2.161}
{'text': 'with the organizer of the vet who', 'start': 1743.039, 'duration': 1.921}
{'text': "exposed crowder here's the call yeah", 'start': 1743.84, 'duration': 2.079}
{'text': "that's a real shame i think you're about", 'start': 1744.96, 'duration': 1.839}
{'text': 'your figure', 'start': 1745.919, 'duration': 4.081}
{'text': "yeah i i don't know what his team", 'start': 1746.799, 'duration': 5.201}
{'text': "is doing around him and that's you know", 'start': 1750.0, 'duration': 3.36}
{'text': 'just for me to speculate', 'start': 1752.0, 'duration': 4.96}
{'text': "at this point um he i don't know", 'start': 1753.36, 'duration': 5.439}
{'text': 'he has a team he has a whole team and he', 'start': 1756.96, 'duration': 4.719}
{'text': "won't do it he could bring the team", 'start': 1758.799, 'duration': 4.321}
{'text': "i believe it's his father but i can't", 'start': 1761.679, 'duration': 2.961}
{'text': 'come from american idol by the way', 'start': 1763.12, 'duration': 3.12}
{'text': 'everyone seems to be firming okay', 'start': 1764.64, 'duration': 2.88}
{'text': "i don't know what you guys think you're", 'start': 1766.24, 'duration': 2.88}
{'text': "linking me but this confirms what i'm", 'start': 1767.52, 'duration': 2.08}
{'text': 'saying', 'start': 1769.12, 'duration': 2.64}
{'text': '99 now i now i actually feel even', 'start': 1769.6, 'duration': 3.6}
{'text': 'stronger about what i said earlier', 'start': 1771.76, 'duration': 2.72}
{'text': "crowder probably didn't agree to", 'start': 1773.2, 'duration': 3.04}
{'text': 'anything they just thought maybe they', 'start': 1774.48, 'duration': 2.96}
{'text': 'could get him if they dangled something', 'start': 1776.24, 'duration': 2.48}
{'text': 'in front of him and he ended up not', 'start': 1777.44, 'duration': 3.04}
{'text': "he ended i'm not that's so that thank", 'start': 1778.72, 'duration': 3.52}
{'text': 'you for whoever linked me this thinking', 'start': 1780.48, 'duration': 2.88}
{'text': 'that this would', 'start': 1782.24, 'duration': 2.559}
{'text': 'counter that you just completely', 'start': 1783.36, 'duration': 3.439}
{'text': 'referred what i thought but', 'start': 1784.799, 'duration': 4.401}
{'text': 'okay crowder already confirmed what', 'start': 1786.799, 'duration': 3.681}
{'text': "you're thinking destiny he mentioned it", 'start': 1789.2, 'duration': 1.839}
{'text': 'afterwards', 'start': 1790.48, 'duration': 2.079}
{'text': "yeah but i can't trust anything crowder", 'start': 1791.039, 'duration': 2.801}
{'text': 'says because crowder has a vested', 'start': 1792.559, 'duration': 2.561}
{'text': 'interest to also say he never booked', 'start': 1793.84, 'duration': 2.719}
{'text': 'anything right so i have to go by what i', 'start': 1795.12, 'duration': 2.64}
{'text': 'know behind the scenes', 'start': 1796.559, 'duration': 2.961}
{'text': 'um like my experiences and then like', 'start': 1797.76, 'duration': 3.2}
{'text': 'what else is reasonable right obviously', 'start': 1799.52, 'duration': 2.639}
{'text': "crowder's gonna say he never agreed", 'start': 1800.96, 'duration': 2.16}
{'text': "anything because he's got a vested", 'start': 1802.159, 'duration': 2.88}
{'text': 'interest in lying about it', 'start': 1803.12, 'duration': 3.439}
{'text': "uh we'll watch like the last like 11", 'start': 1805.039, 'duration': 3.201}
{'text': 'minutes of this i guess fact of the', 'start': 1806.559, 'duration': 3.201}
{'text': 'matter is is that what crowder is not', 'start': 1808.24, 'duration': 1.919}
{'text': 'doing', 'start': 1809.76, 'duration': 1.919}
{'text': "he's not being skeptical in any type of", 'start': 1810.159, 'duration': 3.361}
{'text': 'thoughtful way he is weaponizing', 'start': 1811.679, 'duration': 3.12}
{'text': 'doubts that happen to align with his', 'start': 1813.52, 'duration': 3.2}
{'text': 'political ideology we saw it with the', 'start': 1814.799, 'duration': 3.36}
{'text': 'president that he was so supportive of', 'start': 1816.72, 'duration': 3.28}
{'text': "i mean uh you know you can it's not hard", 'start': 1818.159, 'duration': 2.961}
{'text': 'to find many clips of trump saying this', 'start': 1820.0, 'duration': 2.24}
{'text': "is just going to go away it's not really", 'start': 1821.12, 'duration': 2.4}
{'text': "serious there's only a couple of cases", 'start': 1822.24, 'duration': 2.24}
{'text': "we shouldn't even test", 'start': 1823.52, 'duration': 2.56}
{'text': "right and crowder that's why crowder was", 'start': 1824.48, 'duration': 3.199}
{'text': 'doing it i mean if it was if he was', 'start': 1826.08, 'duration': 3.12}
{'text': 'doing a genuinely', 'start': 1827.679, 'duration': 3.201}
{'text': 'skeptical you know sort of like uh', 'start': 1829.2, 'duration': 3.44}
{'text': 'categorization and cataloging of the', 'start': 1830.88, 'duration': 2.32}
{'text': 'science', 'start': 1832.64, 'duration': 2.0}
{'text': 'and laying it out there in a way that', 'start': 1833.2, 'duration': 2.8}
{'text': 'showed some measure of integrity but', 'start': 1834.64, 'duration': 2.8}
{'text': "let's let's be honest i mean people just", 'start': 1836.0, 'duration': 2.0}
{'text': 'watch this', 'start': 1837.44, 'duration': 1.68}
{'text': 'crowder had the opportunity to debate', 'start': 1838.0, 'duration': 2.159}
{'text': 'this with somebody who is who was', 'start': 1839.12, 'duration': 2.4}
{'text': 'serious about it and wanted to debate', 'start': 1840.159, 'duration': 2.801}
{'text': 'with him i did nothing but you know', 'start': 1841.52, 'duration': 2.96}
{'text': 'approach this with a respectful manner', 'start': 1842.96, 'duration': 3.12}
{'text': 'and he was afraid to do that because he', 'start': 1844.48, 'duration': 2.64}
{'text': "knows he's full of it", 'start': 1846.08, 'duration': 2.959}
{'text': "so he's just delivering talking points", 'start': 1847.12, 'duration': 3.36}
{'text': 'that you know uh his', 'start': 1849.039, 'duration': 2.88}
{'text': 'nra buddies you know give them to god', 'start': 1850.48, 'duration': 2.96}
{'text': "yeah they all it's all it's all part of", 'start': 1851.919, 'duration': 2.321}
{'text': 'the big griff that all these', 'start': 1853.44, 'duration': 2.0}
{'text': "conservative media it's like you said", 'start': 1854.24, 'duration': 1.6}
{'text': "it's like", 'start': 1855.44, 'duration': 2.16}
{'text': "deepak had the same take sure it's not", 'start': 1855.84, 'duration': 3.04}
{'text': 'surprising they', 'start': 1857.6, 'duration': 2.319}
{'text': 'suck every dollar out of every', 'start': 1858.88, 'duration': 2.48}
{'text': "controversy and that's all that matters", 'start': 1859.919, 'duration': 2.321}
{'text': "to him because you know he's got these", 'start': 1861.36, 'duration': 2.159}
{'text': 'big beautiful leather holsters and those', 'start': 1862.24, 'duration': 3.439}
{'text': "things don't fill themselves you know", 'start': 1863.519, 'duration': 4.321}
{'text': 'and um and you know it is worth', 'start': 1865.679, 'duration': 3.441}
{'text': 'mentioning once again', 'start': 1867.84, 'duration': 3.28}
{'text': 'that he noticed that you ended your show', 'start': 1869.12, 'duration': 3.2}
{'text': 'early last week', 'start': 1871.12, 'duration': 3.2}
{'text': 'and we we specifically were like i know', 'start': 1872.32, 'duration': 3.44}
{'text': "he's watching because he's so afraid of", 'start': 1874.32, 'duration': 1.92}
{'text': 'sam', 'start': 1875.76, 'duration': 2.639}
{'text': 'that we need to pre-record something air', 'start': 1876.24, 'duration': 4.24}
{'text': "it so that he thinks you're live", 'start': 1878.399, 'duration': 4.0}
{'text': 'right right now as we are talking there', 'start': 1880.48, 'duration': 3.919}
{'text': 'is a live show and he came on we started', 'start': 1882.399, 'duration': 3.201}
{'text': 'the show two minutes early', 'start': 1884.399, 'duration': 3.601}
{'text': 'and he did not walk onto the set until', 'start': 1885.6, 'duration': 3.76}
{'text': 'our show was live so true', 'start': 1888.0, 'duration': 3.36}
{'text': 'and and you call i gotta say you called', 'start': 1889.36, 'duration': 3.76}
{'text': "it last week and i was like i can't", 'start': 1891.36, 'duration': 3.12}
{'text': "i just don't believe that he's that", 'start': 1893.12, 'duration': 4.48}
{'text': 'nervous about it', 'start': 1894.48, 'duration': 3.12}
{'text': 'and also like the alternative is i think', 'start': 1899.84, 'duration': 4.8}
{'text': "that sam could show up and i can't wait", 'start': 1902.799, 'duration': 2.88}
{'text': 'to show my audience', 'start': 1904.64, 'duration': 3.12}
{'text': "how this [\xa0__\xa0] who's been dogging me", 'start': 1905.679, 'duration': 4.401}
{'text': 'supposedly and sending people to', 'start': 1907.76, 'duration': 3.919}
{'text': "you know debate me and this and that i'm", 'start': 1910.08, 'duration': 2.719}
{'text': 'going to put this to rest once and for', 'start': 1911.679, 'duration': 2.321}
{'text': 'all if stephen crowder', 'start': 1912.799, 'duration': 3.36}
{'text': 'was as much of a man as he seems to to', 'start': 1914.0, 'duration': 3.039}
{'text': 'be with his', 'start': 1916.159, 'duration': 3.041}
{'text': 'you know all his weightlifting his gun', 'start': 1917.039, 'duration': 3.441}
{'text': "in his holster he's got he's got a", 'start': 1919.2, 'duration': 2.4}
{'text': "weapon for god's sakes", 'start': 1920.48, 'duration': 3.28}
{'text': "yeah i'm coming unarmed hands up if you", 'start': 1921.6, 'duration': 3.04}
{'text': 'want to shoot go how much', 'start': 1923.76, 'duration': 2.08}
{'text': 'alpha brain do you think he takes in the', 'start': 1924.64, 'duration': 3.36}
{'text': "morning he's probably juicing", 'start': 1925.84, 'duration': 4.8}
{'text': 'and the idea that he had at least a week', 'start': 1928.0, 'duration': 3.519}
{'text': 'in advance', 'start': 1930.64, 'duration': 2.72}
{'text': "knowledge that he couldn't come prepared", 'start': 1931.519, 'duration': 3.361}
{'text': 'to debate somebody who', 'start': 1933.36, 'duration': 3.12}
{'text': 'actually reads this stuff and spends', 'start': 1934.88, 'duration': 3.12}
{'text': 'their time doing this is', 'start': 1936.48, 'duration': 2.96}
{'text': 'is almost like the saddest thing that', 'start': 1938.0, 'duration': 3.279}
{'text': 'one could say about stephen crowd yeah', 'start': 1939.44, 'duration': 2.959}
{'text': "almost i'm sure there's some other", 'start': 1941.279, 'duration': 3.441}
{'text': 'things oh yeah yeah wow', 'start': 1942.399, 'duration': 4.961}
{'text': "steven it's really sad i mean i was", 'start': 1944.72, 'duration': 3.839}
{'text': 'looking forward to it', 'start': 1947.36, 'duration': 3.439}
{'text': 'irony right as you pointed out is that', 'start': 1948.559, 'duration': 4.0}
{'text': "he's the guy who got famous for", 'start': 1950.799, 'duration': 4.0}
{'text': "with the debate me he you can't if", 'start': 1952.559, 'duration': 3.441}
{'text': "you're the debate me guy", 'start': 1954.799, 'duration': 2.801}
{'text': "that's your claim to fame you can't", 'start': 1956.0, 'duration': 2.96}
{'text': 'dodge people that want to debate you', 'start': 1957.6, 'duration': 1.679}
{'text': 'steve', 'start': 1958.96, 'duration': 3.599}
{'text': "i don't understand how um i'm trying to", 'start': 1959.279, 'duration': 4.24}
{'text': 'think if', 'start': 1962.559, 'duration': 2.881}
{'text': "how it would be perceived by crowder's", 'start': 1963.519, 'duration': 3.201}
{'text': 'audience', 'start': 1965.44, 'duration': 2.959}
{'text': "to me it's very obvious when somebody", 'start': 1966.72, 'duration': 3.679}
{'text': 'starts screaming and making like', 'start': 1968.399, 'duration': 3.441}
{'text': 'everything about like about the', 'start': 1970.399, 'duration': 3.28}
{'text': 'conversation and not like the', 'start': 1971.84, 'duration': 2.959}
{'text': 'conversation itself', 'start': 1973.679, 'duration': 3.041}
{'text': "like oh well you're too small and blah", 'start': 1974.799, 'duration': 3.36}
{'text': 'blah blah blah blah', 'start': 1976.72, 'duration': 3.12}
{'text': 'like i feel like your goal would be to', 'start': 1978.159, 'duration': 3.52}
{'text': 'see your daddy debater like crush the', 'start': 1979.84, 'duration': 3.28}
{'text': 'smaller worthless [\xa0__\xa0]', 'start': 1981.679, 'duration': 4.0}
{'text': 'right sam cedar is a loser lefty [\xa0__\xa0]', 'start': 1983.12, 'duration': 4.08}
{'text': "like crowder is a god he's going to", 'start': 1985.679, 'duration': 2.561}
{'text': 'destroy this guy', 'start': 1987.2, 'duration': 2.719}
{'text': 'to scream at him for 20 minutes and then', 'start': 1988.24, 'duration': 3.84}
{'text': "run away i feel like that's probably", 'start': 1989.919, 'duration': 3.521}
{'text': 'gonna look bad', 'start': 1992.08, 'duration': 3.76}
{'text': "um i feel like that's probably gonna", 'start': 1993.44, 'duration': 4.4}
{'text': 'look bad to a lot of crowders audience', 'start': 1995.84, 'duration': 4.319}
{'text': "i know that um i know that there's gonna", 'start': 1997.84, 'duration': 3.839}
{'text': 'be like his most rabid fans are gonna no', 'start': 2000.159, 'duration': 2.961}
{'text': 'matter what be like oh cool cool cool', 'start': 2001.679, 'duration': 2.321}
{'text': "but i bet there's a lot", 'start': 2003.12, 'duration': 3.12}
{'text': 'of fans on the edge of crowder that', 'start': 2004.0, 'duration': 5.6}
{'text': 'probably get super turned off', 'start': 2006.24, 'duration': 4.72}
{'text': "by that or think that he didn't perform", 'start': 2009.6, 'duration': 4.079}
{'text': 'well there i think', 'start': 2010.96, 'duration': 2.719}
{'text': "even you've got to own this thing that", 'start': 2014.32, 'duration': 2.88}
{'text': 'you create this image you created stop', 'start': 2015.84, 'duration': 2.719}
{'text': "being a [\xa0__\xa0] stop being a baby you'd be", 'start': 2017.2, 'duration': 2.88}
{'text': 'like come on stephen', 'start': 2018.559, 'duration': 2.641}
{'text': 'i think he lost the right to those', 'start': 2020.08, 'duration': 3.04}
{'text': 'holsters i think he has to retire then', 'start': 2021.2, 'duration': 3.359}
{'text': "honestly yeah i think i'm calling on", 'start': 2023.12, 'duration': 3.2}
{'text': 'retiring those holsters today', 'start': 2024.559, 'duration': 3.521}
{'text': 'uh normalize wearing a squirt gun', 'start': 2026.32, 'duration': 3.199}
{'text': 'instead is what i would say to him', 'start': 2028.08, 'duration': 3.76}
{'text': 'or maybe like a nerf they have to have', 'start': 2029.519, 'duration': 3.681}
{'text': 'is he old enough to now like have a', 'start': 2031.84, 'duration': 2.48}
{'text': "license for him or he doesn't need to", 'start': 2033.2, 'duration': 2.0}
{'text': 'anymore', 'start': 2034.32, 'duration': 2.88}
{'text': 'yeah i mean i think honestly like i', 'start': 2035.2, 'duration': 3.12}
{'text': 'think we should need to have a meeting', 'start': 2037.2, 'duration': 2.319}
{'text': "with his dad yeah yeah i haven't seen", 'start': 2038.32, 'duration': 2.56}
{'text': 'his father', 'start': 2039.519, 'duration': 2.4}
{'text': 'maybe we should email him to say you', 'start': 2040.88, 'duration': 2.24}
{'text': "know we think that i don't know if his", 'start': 2041.919, 'duration': 2.48}
{'text': 'dad will be answering any emails after', 'start': 2043.12, 'duration': 2.399}
{'text': "today after today we're gonna have to", 'start': 2044.399, 'duration': 3.201}
{'text': 'ask for his uh badge and uh weapon', 'start': 2045.519, 'duration': 4.241}
{'text': "we're both fathers i i can't tell you", 'start': 2047.6, 'duration': 3.999}
{'text': 'how disappointed i would be in my son', 'start': 2049.76, 'duration': 3.44}
{'text': 'if he did what stephen did oh so', 'start': 2051.599, 'duration': 3.121}
{'text': 'disappointed son', 'start': 2053.2, 'duration': 4.399}
{'text': 'yeah outside i i just uh my son had his', 'start': 2054.72, 'duration': 4.48}
{'text': 'final uh pony league baseball game', 'start': 2057.599, 'duration': 2.401}
{'text': 'yesterday', 'start': 2059.2, 'duration': 2.32}
{'text': 'and i saw more courage from some of', 'start': 2060.0, 'duration': 3.04}
{'text': 'those eight-year-olds uh', 'start': 2061.52, 'duration': 2.8}
{'text': 'than we witnessed from stephen crowder', 'start': 2063.04, 'duration': 2.4}
{'text': 'today i mean i would say probably like', 'start': 2064.32, 'duration': 2.48}
{'text': 'like a good three or four of them were a', 'start': 2065.44, 'duration': 2.8}
{'text': 'lot tougher than crowder you got hit the', 'start': 2066.8, 'duration': 2.879}
{'text': 'ball the other one like uh', 'start': 2068.24, 'duration': 3.119}
{'text': "tripped yeah oh that's one of them", 'start': 2069.679, 'duration': 3.121}
{'text': "didn't have their favorite hat but they", 'start': 2071.359, 'duration': 2.641}
{'text': 'all played through it right they all', 'start': 2072.8, 'duration': 2.48}
{'text': 'played through it', 'start': 2074.0, 'duration': 3.2}
{'text': "sad that they didn't even did you find", 'start': 2075.28, 'duration': 2.72}
{'text': "it interesting to how he wouldn't put", 'start': 2077.2, 'duration': 2.159}
{'text': 'the camera on him for a minute it was', 'start': 2078.0, 'duration': 2.72}
{'text': 'just on his sidekick', 'start': 2079.359, 'duration': 2.56}
{'text': "don't you think there's something cringe", 'start': 2080.72, 'duration': 2.639}
{'text': 'about agreeing to a debate just to', 'start': 2081.919, 'duration': 2.641}
{'text': 'ambush somebody', 'start': 2083.359, 'duration': 6.0}
{'text': 'with somebody else um', 'start': 2084.56, 'duration': 8.0}
{'text': 'in certain circumstances i would agree', 'start': 2089.359, 'duration': 4.8}
{'text': "that that's cringe", 'start': 2092.56, 'duration': 4.319}
{'text': "but the problem is i'm a fan of equal", 'start': 2094.159, 'duration': 4.321}
{'text': 'exchange', 'start': 2096.879, 'duration': 3.921}
{'text': 'um which i understand of course no one', 'start': 2098.48, 'duration': 3.599}
{'text': 'will ever agree with me on', 'start': 2100.8, 'duration': 3.279}
{'text': "if you're gonna cringe against somebody", 'start': 2102.079, 'duration': 3.681}
{'text': 'then i think they have the right to', 'start': 2104.079, 'duration': 3.601}
{'text': 'cringe against you', 'start': 2105.76, 'duration': 5.52}
{'text': "um if you're a professional [\xa0__\xa0]", 'start': 2107.68, 'duration': 5.439}
{'text': 'political commentator that prides', 'start': 2111.28, 'duration': 3.36}
{'text': "themselves on debating people and you're", 'start': 2113.119, 'duration': 2.561}
{'text': 'a debate bro', 'start': 2114.64, 'duration': 3.92}
{'text': 'and your quote-unquote challenge about', 'start': 2115.68, 'duration': 4.88}
{'text': 'like vaccines or the cdc', 'start': 2118.56, 'duration': 4.48}
{'text': 'is issued to a guy that makes [\xa0__\xa0]', 'start': 2120.56, 'duration': 4.16}
{'text': 'meme videos online', 'start': 2123.04, 'duration': 5.12}
{'text': "you're a [\xa0__\xa0] loser sorry crowder", 'start': 2124.72, 'duration': 5.68}
{'text': "challenging ethan who's doesn't do", 'start': 2128.16, 'duration': 3.919}
{'text': 'debates or politics', 'start': 2130.4, 'duration': 4.719}
{'text': 'to a [\xa0__\xa0] debate about vaccines is so', 'start': 2132.079, 'duration': 5.201}
{'text': 'unbelievably [\xa0__\xa0] cringe to me', 'start': 2135.119, 'duration': 4.24}
{'text': 'that if he sneaks someone else in there', 'start': 2137.28, 'duration': 4.16}
{'text': "like i think it's fair game [\xa0__\xa0] it like", 'start': 2139.359, 'duration': 3.121}
{'text': "that's just so", 'start': 2141.44, 'duration': 3.919}
{'text': 'cringe like imagine me like hounding', 'start': 2142.48, 'duration': 3.92}
{'text': '[\xa0__\xa0]', 'start': 2145.359, 'duration': 2.961}
{'text': 'steve harvey or somebody for like a', 'start': 2146.4, 'duration': 3.199}
{'text': 'debate on like', 'start': 2148.32, 'duration': 4.16}
{'text': "this 2013 syrian conflict like it's just", 'start': 2149.599, 'duration': 3.52}
{'text': 'like so', 'start': 2152.48, 'duration': 3.119}
{'text': "stupid i think i i think that's ultra", 'start': 2153.119, 'duration': 3.761}
